address,ALD,NSP,POLICE,TRACT,WARD,ZIP,Arson,Assault,Burglary,CriminalDamage,Homicide,Robbery,SexOffense,Theft,VehicleTheft
5177 N 42ND ST,1.0,2.0,4.0,2000.0,47.0,53209.0,0,0,0,0,0,0,0,0,1
3104 W KILBOURN AV,4.0,14.0,3.0,13600.0,195.0,53208.0,0,0,0,0,0,0,0,0,0
749 W STATE ST,4.0,,1.0,186300.0,184.0,53233.0,0,0,0,1,0,0,0,0,0
622 W HISTORIC MITCHELL ST,12.0,16.0,2.0,16700.0,232.0,53204.0,0,0,0,0,0,0,0,1,0
5049 N 106TH ST,5.0,,4.0,501.0,35.0,53225.0,0,1,0,0,0,0,0,0,0
7924 W VILLARD AV,2.0,,4.0,1600.0,40.0,53218.0,0,1,0,0,0,0,0,0,0
3558 N 13TH ST,6.0,4.0,5.0,4600.0,111.0,53206.0,0,1,0,0,0,0,0,0,0
811 S 28TH ST,8.0,15.0,2.0,15900.0,222.0,53215.0,0,1,0,0,0,0,0,0,0
2402 W GALENA ST,15.0,12.0,3.0,185800.0,169.0,53205.0,0,1,0,0,0,0,0,0,0
3104 W KILBOURN AV,4.0,14.0,3.0,13600.0,195.0,53208.0,0,0,0,0,0,0,0,0,0
3446 N 23RD ST,6.0,4.0,5.0,4700.0,105.0,53206.0,0,0,0,1,0,0,0,0,0
4817 W VILLARD AV,1.0,2.0,4.0,2000.0,47.0,53218.0,0,1,0,0,0,0,0,0,0
1912 S MUSKEGO AV,8.0,15.0,2.0,16900.0,218.0,53204.0,0,1,0,0,0,0,0,0,0
2632 W WELLS ST,4.0,14.0,3.0,13700.0,191.0,53208.0,0,0,0,1,0,0,0,0,0
415 E KNAPP ST,4.0,,1.0,11300.0,180.0,53202.0,0,0,1,0,0,0,0,0,0
1020 S 14TH ST,12.0,16.0,2.0,15700.0,228.0,53204.0,0,0,0,1,0,0,0,0,0
9131 W CONGRESS ST,5.0,,7.0,3300.0,75.0,53225.0,0,1,0,0,0,0,0,0,0
1818 N VEL R PHILLIPS AV,6.0,6.0,5.0,186000.0,171.0,53212.0,0,0,0,0,0,0,0,0,1
2910 W CAPITOL DR,1.0,4.0,5.0,4100.0,60.0,53216.0,0,0,1,0,0,0,0,0,0
3037 N 26TH ST,7.0,4.0,5.0,6400.0,107.0,53206.0,0,0,0,0,0,0,0,1,0
9709 W CAPITOL DR,5.0,,7.0,3400.0,77.0,53222.0,0,1,0,0,0,0,0,0,0
4527 N 29TH ST,1.0,4.0,5.0,4200.0,60.0,53209.0,0,1,0,0,0,0,0,0,0
3439 S CHASE AV,14.0,,6.0,20600.0,348.0,53207.0,0,1,0,0,0,0,0,0,0
4950 N 24TH ST,1.0,3.0,7.0,2300.0,53.0,53209.0,0,0,0,1,0,0,0,0,0
9120 N JOYCE AV,9.0,,4.0,101.0,3.0,53224.0,0,1,0,0,0,0,0,0,0
5112 N 47TH ST,1.0,2.0,7.0,2800.0,48.0,53218.0,0,1,0,0,0,0,0,0,0
3112 W STATE ST,4.0,14.0,3.0,13600.0,195.0,53208.0,0,0,0,0,0,0,0,0,0
5269 N 54TH ST,1.0,2.0,4.0,1900.0,46.0,53218.0,0,1,0,0,0,0,0,0,0
3208 N OAKLAND AV,3.0,,1.0,7300.0,123.0,53211.0,0,0,0,0,0,0,0,0,1
7900 W BENDER AV,2.0,2.0,4.0,1400.0,318.0,53218.0,0,1,0,1,0,0,0,0,0
,5.0,,4.0,400.0,34.0,53225.0,0,0,0,0,0,0,1,0,0
4824 N 104TH ST,,,,,,,0,1,0,0,0,0,0,0,0
5323 N 54TH ST,1.0,2.0,4.0,1900.0,46.0,53218.0,0,1,0,0,0,0,0,0,0
1909 E WEBSTE ST,,,,,,,0,1,0,0,0,0,0,0,0
3553 S 41ST ST,11.0,,6.0,19100.0,270.0,53221.0,0,0,0,0,0,0,0,1,0
3536 S 1ST PL,13.0,,6.0,18500.0,281.0,53207.0,0,1,0,0,0,0,0,0,0
1428 S CESAR E CHAVEZ DR,12.0,16.0,2.0,16400.0,227.0,53204.0,0,1,0,0,0,0,0,0,0
3147 N 45TH ST,7.0,5.0,7.0,4900.0,84.0,53216.0,0,1,0,0,0,0,0,0,0
3421 N 14TH ST,6.0,4.0,5.0,6800.0,109.0,53206.0,0,1,0,0,0,0,0,0,0
4924 N 19TH PL,1.0,3.0,7.0,2300.0,54.0,53209.0,0,1,0,0,0,0,0,0,0
2579 N STOWELL AV,3.0,,1.0,7600.0,129.0,53211.0,0,0,0,0,0,0,0,0,1
1983 N SUMMIT AV,3.0,,1.0,187000.0,176.0,53202.0,0,0,1,0,0,0,0,0,0
2613 W STATE ST,4.0,12.0,3.0,13700.0,191.0,53233.0,0,1,0,0,0,0,0,0,0
2711 W COURTLAND AV,1.0,2.0,5.0,2400.0,59.0,53209.0,0,0,0,1,0,0,0,0,0
3104 W KILBOURN AV,4.0,14.0,3.0,13600.0,195.0,53208.0,0,0,0,0,0,0,0,0,0
3240 N 1ST ST,6.0,6.0,5.0,7000.0,118.0,53212.0,0,1,0,0,0,0,0,0,0
5353 N SHERMAN BL,1.0,2.0,4.0,2000.0,47.0,53209.0,0,1,0,0,0,0,0,0,0
1200 W HIGHLAND AV,4.0,12.0,3.0,14600.0,188.0,53233.0,0,0,0,0,0,0,0,0,1
4259 N 27TH ST,1.0,4.0,5.0,4100.0,60.0,53216.0,0,1,0,1,0,0,0,0,0
10004 W APPLETON AV,2.0,19.0,4.0,502.0,31.0,53225.0,0,0,0,1,0,0,0,0,0
5119 N 51ST BL,1.0,,7.0,2900.0,45.0,53218.0,0,0,0,1,0,0,0,0,0
1580 N FARWELL AV,3.0,,1.0,11000.0,178.0,53202.0,0,0,0,0,0,0,0,0,1
7107 W MEDFORD AV,2.0,,7.0,3000.0,41.0,53218.0,0,0,0,0,0,0,0,1,0
2045 E NORTH AV,3.0,,1.0,7700.0,131.0,53202.0,0,0,0,1,0,0,0,0,0
4650 N 50TH ST,7.0,1.0,7.0,2700.0,65.0,53218.0,0,1,0,0,0,0,0,0,0
2908 N HUMBOLDT BL,3.0,,5.0,7200.0,122.0,53212.0,0,1,0,0,0,0,0,0,0
7149 W APPLETON AV,10.0,,7.0,5100.0,88.0,53216.0,0,1,0,0,0,0,0,0,0
10500 W SHERIDAN AV,5.0,,4.0,501.0,35.0,53225.0,0,0,0,0,0,0,0,0,1
2551 N 45TH ST,15.0,5.0,3.0,6100.0,155.0,53210.0,0,1,0,0,0,0,0,0,0
4055 N TEUTONIA AV,1.0,4.0,5.0,4300.0,57.0,53209.0,0,0,0,0,0,1,0,0,0
4712 N 52ND ST,7.0,,7.0,3100.0,65.0,53218.0,0,1,0,0,0,0,0,0,0
2734 W AUER AV,7.0,4.0,5.0,6300.0,103.0,53216.0,0,1,0,0,0,0,0,0,0
6310 W SHERIDAN AV,2.0,2.0,4.0,1900.0,44.0,53218.0,0,1,0,0,0,0,0,0,0
,7.0,4.0,5.0,6400.0,106.0,53206.0,0,0,0,0,0,0,1,0,0
2452 S 43RD ST,11.0,,6.0,19000.0,251.0,53219.0,0,1,0,0,0,0,0,0,0
304 N 76TH ST,10.0,,3.0,12600.0,204.0,53213.0,0,0,0,0,0,0,0,0,0
401 E CAPITOL DR,6.0,7.0,5.0,4400.0,120.0,53212.0,0,0,0,0,0,0,0,1,0
426 S 94TH PL,10.0,,3.0,12800.0,206.0,53214.0,0,0,1,0,0,0,0,0,0
1004 N 10TH ST,4.0,,1.0,186300.0,184.0,53233.0,0,1,0,0,0,0,0,0,0
9700 W GRANTOSA DR,5.0,,7.0,3400.0,77.0,53222.0,0,0,0,0,0,0,0,0,0
4642 W RICE WA,7.0,1.0,7.0,2700.0,64.0,53218.0,0,1,0,0,0,0,0,0,0
5137 N LOVERS LANE RD,5.0,,4.0,400.0,34.0,53225.0,0,0,0,0,0,0,0,0,0
2904 W WISCONSIN AV,4.0,14.0,3.0,13500.0,194.0,53208.0,0,0,0,0,0,0,0,0,1
3628 S 15TH ST,13.0,,6.0,20300.0,276.0,53221.0,0,0,0,0,0,0,0,1,0
4039 N 19TH PL,1.0,4.0,5.0,4300.0,57.0,53209.0,0,1,0,0,0,0,0,0,0
1334 S 6TH ST,12.0,16.0,2.0,16500.0,231.0,53204.0,0,1,0,0,0,0,0,0,0
2012 W CAPITOL DR,1.0,4.0,5.0,4300.0,57.0,53206.0,0,1,0,0,0,0,0,0,0
2456 N 46TH ST,15.0,5.0,3.0,9100.0,154.0,53210.0,0,1,0,0,0,0,0,0,0
6800 W CARMEN AV,2.0,2.0,4.0,1300.0,29.0,53218.0,0,1,0,0,0,0,0,0,0
5618 N 37TH ST,1.0,,4.0,1000.0,22.0,53209.0,0,1,0,0,0,0,0,0,0
3414 W WISCONSIN AV,4.0,14.0,3.0,13500.0,194.0,53208.0,0,0,0,1,0,0,0,0,0
4400 S 27TH ST,13.0,,6.0,21400.0,295.0,53221.0,0,0,0,0,0,0,0,0,1
907 W GREENFIELD AV,12.0,16.0,2.0,16400.0,231.0,53204.0,0,0,0,0,0,0,0,0,1
2738 N MARYLAND AV,3.0,,1.0,7500.0,125.0,53211.0,0,0,0,0,0,0,0,0,1
1138 N 33RD ST,4.0,14.0,3.0,13600.0,195.0,53208.0,0,1,0,0,0,0,0,0,0
6461 N 52ND ST,9.0,,4.0,800.0,16.0,53223.0,0,1,0,0,0,0,0,0,0
737 W BURNHAM ST,12.0,16.0,2.0,16700.0,234.0,53204.0,0,0,0,0,0,0,0,0,1
5715 N 95TH ST,2.0,19.0,4.0,502.0,31.0,53225.0,0,0,0,1,0,0,0,0,0
1200 E SINGER CR,6.0,7.0,5.0,4400.0,120.0,53212.0,0,0,1,0,0,0,0,0,0
1332 N 33RD ST,4.0,14.0,3.0,12200.0,196.0,53208.0,0,0,0,0,0,0,0,0,1
1129 N 21ST ST,15.0,12.0,3.0,14800.0,189.0,53233.0,0,1,0,1,0,0,0,0,0
3300 W SHERIDAN AV,1.0,2.0,4.0,2100.0,50.0,53209.0,0,1,0,0,0,0,0,0,0
2858 S 15TH ST,14.0,17.0,6.0,,273.0,53215.0,0,0,0,1,0,0,0,1,0
1117 W CLARKE ST,15.0,10.0,3.0,8400.0,139.0,53206.0,0,1,0,0,0,0,0,0,0
4315 W LISBON AV,15.0,11.0,3.0,9100.0,154.0,53208.0,0,1,0,0,0,0,0,0,0
1001 S 28TH ST,8.0,15.0,2.0,15900.0,215.0,53215.0,0,0,0,0,0,0,0,0,1
805 W MAPLE ST,12.0,16.0,2.0,16700.0,233.0,53204.0,0,1,0,0,0,0,0,0,0
3500 N 15TH ST,6.0,4.0,5.0,4600.0,111.0,53206.0,0,0,0,0,0,0,0,1,0
1667 N VAN BUREN ST,3.0,,1.0,11300.0,179.0,53202.0,0,0,0,0,0,0,0,0,0
9000 W HAMPTON AV,5.0,,7.0,1700.0,36.0,53225.0,0,1,0,0,0,0,0,0,0
2536 W WARNIMONT AV,13.0,,6.0,20200.0,271.0,53221.0,0,0,0,0,0,0,0,0,1
1035 S CESAR E CHAVEZ DR,12.0,15.0,2.0,15800.0,305.0,53204.0,0,0,0,0,0,0,0,0,1
3147 S CALIFORNIA ST,14.0,,6.0,20700.0,286.0,53207.0,0,0,0,1,0,0,0,0,0
2900 N 28TH ST,7.0,4.0,5.0,6300.0,102.0,53210.0,0,1,0,0,0,1,0,0,0
2778 N 18TH ST,15.0,10.0,5.0,8600.0,330.0,53206.0,0,1,0,0,0,0,0,0,0
3014 N 77TH ST,5.0,,7.0,5700.0,85.0,53222.0,0,0,0,0,0,0,0,1,0
1554 S 20TH ST,12.0,15.0,2.0,16300.0,224.0,53204.0,0,0,0,0,0,0,0,1,0
6052 N 40TH ST,1.0,2.0,4.0,1100.0,23.0,53209.0,0,0,0,0,0,0,0,0,1
4441 S 13TH ST,13.0,,6.0,21200.0,295.0,53221.0,0,1,0,0,0,0,0,0,0
4430 N 64TH ST,2.0,,7.0,3100.0,68.0,53218.0,0,1,0,0,0,0,0,0,0
9934 W APPLETON AV,2.0,19.0,4.0,502.0,31.0,53225.0,0,0,0,0,0,0,0,0,0
4214 W MARTIN DR,10.0,,3.0,12400.0,198.0,53208.0,0,0,0,0,0,0,0,1,0
6930 W APPLETON AV,10.0,,7.0,5100.0,88.0,53216.0,0,0,0,0,0,1,0,1,0
1527 N 30TH ST,15.0,11.0,3.0,12200.0,167.0,53208.0,0,1,0,0,0,0,0,0,0
3517 N 25TH ST,6.0,4.0,5.0,4700.0,105.0,53206.0,0,1,0,0,0,0,0,0,0
2335 N BOOTH ST,6.0,7.0,5.0,10700.0,135.0,53212.0,0,0,0,1,0,0,0,0,0
3819 N 77TH ST,5.0,,7.0,5200.0,87.0,53222.0,0,0,1,0,0,1,0,0,0
3520 N 16TH ST,6.0,4.0,5.0,4600.0,109.0,53206.0,0,0,0,0,0,0,0,0,1
2050 N COMMERCE ST,6.0,7.0,5.0,10700.0,173.0,53212.0,0,0,0,0,0,0,0,0,0
535 W CONCORDIA AV,6.0,6.0,5.0,6800.0,116.0,53212.0,0,0,0,0,0,0,0,0,1
1653 N PROSPECT AV,3.0,,1.0,187000.0,178.0,53202.0,0,0,0,0,0,0,0,0,1
5234 N SHERMAN BL,1.0,2.0,4.0,2000.0,47.0,53209.0,0,0,0,1,0,0,0,0,0
4256 N 72ND ST,2.0,,7.0,3500.0,71.0,53216.0,0,0,0,0,0,0,0,0,1
7901 W GLENBROOK RD,9.0,,4.0,101.0,3.0,53223.0,0,0,0,1,0,0,0,0,0
5437 N 74TH ST,2.0,2.0,4.0,1800.0,42.0,53218.0,0,0,0,0,0,0,0,0,0
119 S 70TH ST,10.0,,3.0,12900.0,203.0,53214.0,0,1,0,0,0,0,0,0,0
11777 W SILVER SPRING DR,5.0,,4.0,400.0,34.0,53225.0,0,0,0,0,0,0,0,0,1
2719 N 33RD ST,15.0,5.0,7.0,8900.0,148.0,53210.0,0,1,0,1,0,0,0,0,0
1407 N MARTIN L KING JR DR,6.0,13.0,1.0,14100.0,172.0,53212.0,0,0,0,1,0,0,0,0,0
2905 W PIERCE ST,8.0,,2.0,186800.0,222.0,53215.0,0,1,0,0,0,0,0,0,0
9425 W SILVER SPRING DR,2.0,19.0,4.0,502.0,37.0,53225.0,0,1,0,0,0,0,0,0,0
1757 N 55TH ST,10.0,,3.0,9400.0,164.0,53208.0,0,1,0,0,0,0,0,0,0
300 W VIRGINIA ST,12.0,16.0,2.0,186500.0,230.0,53204.0,0,0,0,0,0,0,0,0,0
4422 W HAMPTON AV,1.0,2.0,7.0,2800.0,48.0,53218.0,0,1,0,0,0,0,0,0,0
161 W WISCONSIN AV,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,1,0
900 W LAPHAM BL,12.0,16.0,2.0,16400.0,232.0,53204.0,0,0,0,0,0,0,0,0,1
9057 W HEATHER AV,9.0,,4.0,102.0,5.0,53224.0,0,0,0,0,0,0,0,1,0
6943 N TEUTONIA AV,1.0,,4.0,900.0,18.0,53209.0,0,1,0,0,0,0,0,0,0
2532 W LINCOLN AV,8.0,17.0,2.0,17300.0,218.0,53215.0,0,1,0,0,0,0,0,0,0
1303 N 10TH ST,4.0,13.0,1.0,14100.0,184.0,53205.0,0,0,0,0,0,0,0,0,1
5679 N 95TH ST,2.0,19.0,4.0,502.0,31.0,53225.0,0,1,0,0,0,0,0,0,0
1228 N MILWAUKEE ST,4.0,,1.0,11300.0,180.0,53202.0,0,0,1,0,0,0,0,0,0
4675 N 19TH PL,1.0,3.0,7.0,2300.0,55.0,53209.0,0,1,0,0,0,0,0,0,0
9720 W BROWN DEER RD,9.0,18.0,4.0,201.0,1.0,53224.0,0,1,0,0,0,0,0,0,0
7100 W GOOD HOPE RD,9.0,,4.0,700.0,13.0,53223.0,0,0,0,0,0,0,0,0,0
2131 N 6TH ST,6.0,6.0,5.0,185600.0,138.0,53212.0,0,0,0,1,0,0,0,0,0
5235 N 29TH ST,1.0,3.0,4.0,2100.0,50.0,53209.0,0,1,0,0,0,0,0,0,0
5631 N 36TH ST,1.0,,4.0,1000.0,20.0,53209.0,0,0,0,0,0,0,0,0,1
1407 N MARTIN L KING JR DR,6.0,13.0,1.0,14100.0,172.0,53212.0,0,1,0,1,0,0,0,0,0
5852 N 76TH ST,2.0,2.0,4.0,1500.0,27.0,53218.0,0,1,0,0,0,0,0,1,0
3947 N 78TH ST,5.0,,7.0,5200.0,87.0,53222.0,0,0,1,0,0,0,0,0,0
7171 W BROWN DEER RD,9.0,,4.0,102.0,4.0,53223.0,0,1,0,0,0,0,0,0,0
6000 W MILL RD,9.0,,4.0,600.0,12.0,53223.0,0,1,0,0,0,0,0,0,0
5929 W LISBON AV,10.0,5.0,3.0,5900.0,160.0,53210.0,0,0,0,0,0,0,0,1,0
2834 N 23RD ST,15.0,9.0,5.0,8700.0,143.0,53206.0,0,0,1,0,0,0,0,0,0
5404 N 38TH ST,1.0,2.0,4.0,2100.0,49.0,53209.0,0,1,0,0,0,0,0,0,0
2536 W WARNIMONT AV,13.0,,6.0,20200.0,271.0,53221.0,0,0,0,0,0,0,0,0,1
3951 N 81ST ST,5.0,,7.0,5200.0,87.0,53222.0,0,0,1,0,0,0,0,0,0
8601 N 91ST ST,9.0,,4.0,202.0,6.0,53224.0,0,0,0,0,0,0,0,1,0
2627 W LAPHAM ST,8.0,15.0,2.0,16200.0,217.0,53204.0,0,0,0,0,0,0,0,1,0
4700 N 39TH ST,7.0,1.0,7.0,2600.0,61.0,53209.0,0,0,0,0,0,0,0,1,0
3852 N 76TH ST,5.0,,7.0,5200.0,87.0,53222.0,0,0,0,0,0,0,0,0,1
2764 N BUFFUM ST,6.0,6.0,5.0,8100.0,136.0,53212.0,0,1,0,0,0,0,0,0,0
7550 W PERKINS PL,2.0,,7.0,3500.0,71.0,53216.0,0,0,0,0,0,0,0,1,0
1801 W OLIVE ST,1.0,4.0,5.0,4300.0,57.0,53209.0,0,0,0,1,0,0,0,0,0
2053 S 15TH ST,12.0,16.0,2.0,16800.0,225.0,53204.0,0,1,0,0,0,0,0,0,0
520 N WATER ST,4.0,,1.0,187400.0,141.0,53202.0,0,0,0,0,0,0,0,0,1
3423 S 17TH ST,13.0,,6.0,20100.0,275.0,53215.0,0,0,0,0,0,0,0,1,0
7715 N POINTE ST,9.0,,4.0,202.0,8.0,53224.0,0,1,0,0,0,0,0,0,0
3216 W VILLARD AV,1.0,2.0,4.0,2100.0,50.0,53209.0,0,0,0,0,0,0,0,0,1
1228 N MILWAUKEE ST,4.0,,1.0,11300.0,180.0,53202.0,0,0,1,0,0,0,0,0,0
N 62ND ST & W SILVER SPRING DR,2.0,2.0,4.0,1200.0,25.0,53218.0,0,1,0,0,0,0,0,0,0
318 N 64TH ST,10.0,,3.0,12600.0,202.0,53213.0,0,0,0,0,0,0,0,0,0
8550 W APPLETON AV,2.0,,7.0,1700.0,38.0,53225.0,0,1,0,0,0,0,0,0,0
4325 W BURLEIGH ST,7.0,5.0,7.0,4900.0,84.0,53210.0,0,1,0,0,0,0,0,0,0
3334 W HIGHLAND BL,4.0,14.0,3.0,13600.0,195.0,53208.0,0,1,0,0,0,0,0,0,0
2001 W CENTER ST,15.0,9.0,5.0,8700.0,142.0,53206.0,0,1,0,0,0,0,0,0,0
401 E CAPITOL DR,,,,,,53235.0,0,0,0,0,0,0,0,1,0
3233 S 27TH ST,13.0,,6.0,20100.0,272.0,53215.0,0,0,0,0,0,0,0,1,0
5728 N 65TH ST,2.0,2.0,4.0,1300.0,25.0,53218.0,0,1,0,0,0,0,0,0,0
2320 N 44TH ST,15.0,5.0,3.0,9100.0,154.0,53210.0,0,0,1,0,0,0,0,0,0
5540 W BROOKLYN PL,7.0,5.0,7.0,5000.0,93.0,53216.0,0,0,1,0,0,0,0,0,0
408 W FLORIDA ST,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,0,0,0,0,0,0
2000 N 22ND ST,15.0,12.0,3.0,185400.0,145.0,53205.0,0,1,0,0,0,0,0,0,0
6372 N 89TH ST,2.0,2.0,4.0,1400.0,28.0,53225.0,0,1,0,0,0,0,0,0,0
2641 W LINCOLN AV,8.0,17.0,2.0,17300.0,218.0,53215.0,0,0,0,1,0,0,0,0,0
2624 W LISBON AV,15.0,12.0,3.0,185800.0,169.0,53205.0,0,0,0,0,0,0,0,1,0
812 N MARTIN L KING JR DR,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,0
5153 N 76TH ST,2.0,,4.0,1600.0,40.0,53218.0,0,0,0,0,0,1,0,0,0
3134 N 50TH ST,7.0,5.0,7.0,4900.0,94.0,53216.0,0,0,0,0,0,0,0,0,1
3716 W SARNOW ST,15.0,11.0,3.0,9600.0,165.0,53208.0,0,0,1,0,0,0,0,0,0
9097 N 95TH ST,9.0,18.0,4.0,201.0,1.0,53224.0,0,1,0,0,0,0,0,0,0
3709 S 20TH ST,13.0,,6.0,20200.0,271.0,53221.0,0,0,0,0,0,0,0,0,1
6339 N 91ST ST,2.0,19.0,4.0,502.0,32.0,53225.0,0,0,0,0,0,0,0,0,0
1824 N 7TH ST,6.0,13.0,5.0,186000.0,171.0,53212.0,0,1,0,0,0,0,0,0,0
7815 W BENDER AV,2.0,2.0,4.0,1400.0,318.0,53218.0,0,1,0,0,0,0,0,0,0
3635 S 19TH ST,13.0,,6.0,20200.0,276.0,53221.0,0,0,0,0,0,0,0,0,1
2401 W WISCONSIN AV,4.0,14.0,3.0,14900.0,192.0,53233.0,0,0,0,0,0,0,0,1,0
228 S 1ST ST,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,0,0,1,0,0,0
420 E CAPITOL DR,6.0,7.0,5.0,4400.0,120.0,53212.0,0,0,0,1,0,0,0,0,0
2701 S CHASE AV,14.0,,6.0,18500.0,280.0,53207.0,0,0,0,0,0,0,0,1,0
,7.0,,7.0,3100.0,65.0,53218.0,0,0,0,0,0,0,1,0,0
3408 N 46TH ST,7.0,5.0,7.0,4900.0,99.0,53216.0,0,0,0,1,0,0,0,0,0
8804 W CAPITOL DR,5.0,,7.0,3400.0,76.0,53222.0,0,0,0,1,0,0,0,0,0
2400 E NORTH AV,3.0,,1.0,7600.0,128.0,53202.0,0,1,0,0,0,0,0,0,0
1935 N 22ND ST,15.0,12.0,3.0,185800.0,169.0,53205.0,0,1,0,0,0,0,0,0,0
4430 N 63RD ST,2.0,,7.0,3100.0,68.0,53218.0,0,1,0,0,0,0,0,0,0
2077 S 13TH ST,12.0,16.0,2.0,16800.0,233.0,53215.0,0,0,1,0,0,0,0,0,0
2714 W STARK ST,1.0,3.0,7.0,2400.0,51.0,53209.0,0,1,0,1,0,0,0,0,0
3285 N BARTLETT AV,3.0,,1.0,7300.0,123.0,53211.0,0,0,0,0,0,1,0,0,0
3515 N 49TH ST,7.0,5.0,7.0,3800.0,96.0,53216.0,0,0,0,0,0,0,0,0,1
5101 N LOVERS LANE RD,5.0,,4.0,400.0,34.0,53225.0,0,1,0,0,0,0,0,0,0
2401 W WISCONSIN AV,4.0,14.0,3.0,14900.0,192.0,53233.0,0,0,0,0,0,0,0,1,0
1622 N 32ND ST,15.0,11.0,3.0,9700.0,166.0,53208.0,0,1,0,0,0,0,0,0,0
4081 N 88TH ST,5.0,,7.0,3400.0,76.0,53222.0,0,0,0,1,0,0,0,0,0
2044 N 25TH ST,15.0,12.0,3.0,9900.0,145.0,53205.0,0,0,0,1,0,0,0,0,0
2137 S 10TH ST,12.0,17.0,2.0,17600.0,242.0,53215.0,0,0,0,1,0,0,0,0,0
1525 N 24TH ST,15.0,12.0,3.0,186100.0,168.0,53205.0,0,0,0,0,0,1,0,0,0
6144 W PORT AV,9.0,,4.0,700.0,14.0,53223.0,0,0,0,1,0,0,0,0,0
1143 N 29TH ST,4.0,14.0,3.0,12200.0,196.0,53208.0,0,0,0,0,0,0,0,0,1
3403 S 15TH ST,13.0,,6.0,20300.0,275.0,53215.0,0,0,0,0,0,0,0,0,0
,8.0,15.0,2.0,16100.0,212.0,53215.0,0,0,0,0,0,0,1,0,0
2700 N MARTIN L KING JR DR,6.0,6.0,5.0,185700.0,137.0,53212.0,0,1,0,0,0,0,0,0,0
3145 N 46TH ST,7.0,5.0,7.0,4900.0,84.0,53216.0,0,1,0,0,0,0,0,0,0
8207 W BROWN DEER RD,9.0,,4.0,101.0,3.0,53223.0,0,1,0,0,0,0,0,0,0
2812 N 5TH ST,6.0,6.0,5.0,185700.0,117.0,53212.0,0,0,0,0,0,0,0,0,1
5869 N 64TH ST,2.0,2.0,4.0,1300.0,26.0,53218.0,0,0,0,0,0,0,0,0,1
4600 S 27TH ST,13.0,,6.0,21400.0,295.0,53221.0,0,1,0,0,0,0,0,0,0
8535 W HAMPTON AV,5.0,,7.0,1700.0,36.0,53225.0,0,0,0,0,0,0,0,1,0
4660 N 35TH ST,1.0,1.0,7.0,2600.0,322.0,53209.0,0,1,0,0,0,0,0,0,0
5234 N TEUTONIA AV,1.0,3.0,4.0,2100.0,50.0,53209.0,0,1,0,0,0,0,0,0,0
7631 W BURLEIGH ST,5.0,,7.0,5300.0,85.0,53222.0,0,0,1,0,0,0,0,0,0
2024 W ATKINSON AV,1.0,4.0,5.0,4300.0,57.0,53209.0,0,1,0,0,0,0,0,0,0
4314 N 17TH ST,1.0,4.0,5.0,4300.0,56.0,53209.0,0,0,0,0,0,0,0,0,1
4416 W ARTHUR CT,11.0,,6.0,19000.0,253.0,53219.0,0,1,0,0,0,0,0,0,0
2301 N LAKE DR,3.0,,1.0,7600.0,128.0,53211.0,0,0,0,0,0,0,0,0,1
4326 N SHERMAN BL,7.0,1.0,7.0,4000.0,63.0,53216.0,0,1,0,0,0,0,0,0,0
1202 W MAPLE ST,12.0,16.0,2.0,16800.0,233.0,53204.0,0,1,0,0,0,0,0,0,0
1721 W CANAL ST,8.0,,3.0,186800.0,222.0,53204.0,0,0,0,0,0,0,0,1,0
1202 W LAYTON AV,13.0,,6.0,21200.0,295.0,53221.0,0,0,1,0,0,0,0,0,0
6400 W CUSTER AV,2.0,2.0,4.0,1800.0,42.0,53218.0,0,0,0,0,0,1,0,0,0
3073 N BARTLETT AV,3.0,,1.0,7800.0,123.0,53211.0,0,0,0,0,0,0,0,0,1
3954 N 79TH ST,5.0,,7.0,5200.0,87.0,53222.0,0,0,1,1,0,0,0,0,1
2222 W CAPITOL DR,1.0,4.0,5.0,4200.0,57.0,53206.0,0,1,0,0,0,0,0,0,0
954 N 37TH ST,15.0,14.0,3.0,12300.0,197.0,53208.0,0,1,0,0,0,0,0,0,0
749 W STATE ST,,,,,,,0,0,1,0,0,0,0,0,0
8120 W BENDER AV,2.0,2.0,4.0,1400.0,318.0,53218.0,0,1,0,0,0,0,0,0,0
8135 W FLORIST AV,2.0,2.0,4.0,1500.0,27.0,53218.0,0,0,0,0,0,1,0,0,0
10020 W FOND DU LAC AV,,,,,,,0,0,0,0,0,0,0,0,1
2641 N 34TH ST,15.0,8.0,3.0,8900.0,148.0,53210.0,0,0,1,0,0,0,0,0,0
3708 N 97TH PL,5.0,,7.0,5500.0,78.0,53222.0,0,0,1,0,0,0,0,0,0
3169 N 38TH ST,7.0,5.0,7.0,4800.0,101.0,53216.0,0,0,1,0,0,0,0,0,0
5115 W CAPITOL DR,2.0,,7.0,3600.0,67.0,53216.0,0,0,0,0,0,1,0,0,0
3014 W PIERCE ST,8.0,,2.0,186800.0,222.0,53215.0,0,1,0,0,0,0,0,0,0
600 W HISTORIC MITCHELL ST,12.0,16.0,2.0,16700.0,232.0,53204.0,0,0,0,0,0,0,0,1,0
1550 N EDISON ST,3.0,,1.0,11300.0,179.0,53202.0,0,1,0,0,0,0,0,0,0
